7.497197843359279190e+00,5.300577200763605390e+00,5.796607384132075325e+00,4.914541022602979758e+00,5.620579136919220176e+00,5.818426771018282651e+00,4.378802841085693842e+00,5.071255899414563117e+00,4.745824555660371757e+00,4.964389388085433730e+00,3.725209053813943960e+00,5.053844565849111348e+00,6.816327141712378079e+00,5.683798357409161284e+00,5.815960946739614279e+00,5.697845538683502298e+00,5.569019526969891665e+00,5.463929396647309034e+00,5.278767639510627774e+00,5.734987371863894623e+00
5.300577200763605390e+00,6.615422904121444958e+00,5.127035287335466762e+00,4.219602405207492524e+00,5.285786850802033143e+00,5.291785814193915805e+00,4.164979361753253784e+00,3.722891997497111305e+00,4.038139305591151640e+00,4.832821936176070032e+00,3.230749375305455917e+00,4.475632007841022997e+00,5.719167388160132148e+00,4.879523287267910625e+00,5.238373981553065661e+00,5.028852665056001037e+00,5.439381077422374311e+00,4.936236490054131565e+00,5.091469734625612809e+00,5.183984846407267533e+00
5.796607384132075325e+00,5.127035287335466762e+00,6.973304563975352366e+00,4.684290584805706814e+00,5.579782315533515558e+00,6.265084524387169118e+00,4.303052430094825631e+00,4.505168668446408731e+00,4.604569611758613235e+00,4.807502278427194575e+00,3.023433339717256807e+00,4.464449272054748619e+00,6.170025801761836348e+00,4.868961935533661745e+00,5.836574188589793266e+00,5.660112796893489673e+00,5.944674305152277682e+00,4.744457203193876538e+00,4.405507915141653186e+00,4.954123282597917566e+00
4.914541022602979758e+00,4.219602405207492524e+00,4.684290584805706814e+00,5.633733231133660979e+00,5.103479827582741990e+00,4.363988582573819386e+00,3.509712704192751609e+00,4.153037653690510922e+00,3.208622805882533235e+00,4.020098162642994133e+00,2.528449742362680830e+00,4.053078013257210621e+00,5.709108866639617474e+00,4.532570460507757915e+00,4.615257777682796103e+00,4.877748603428213592e+00,4.508400698111195481e+00,4.402997114932432510e+00,3.661072620154025792e+00,5.685938709799963853e+00
5.620579136919220176e+00,5.285786850802033143e+00,5.579782315533515558e+00,5.103479827582741990e+00,6.841359283695354954e+00,5.188161604340418620e+00,4.825339743267099912e+00,4.091694702766147884e+00,4.495341611264732862e+00,4.885040281880803192e+00,3.928982020962572985e+00,4.836597243654912504e+00,6.016317610460723664e+00,5.563531281536834072e+00,5.759612801008042737e+00,5.918619824561273113e+00,5.713483918656054428e+00,4.952626968060620527e+00,5.115339590507042900e+00,5.595726421604704903e+00
5.818426771018282651e+00,5.291785814193915805e+00,6.265084524387169118e+00,4.363988582573819386e+00,5.188161604340418620e+00,6.412299734686482289e+00,4.173128633273868182e+00,4.636757363329790493e+00,4.513192702038470117e+00,5.074682008769314301e+00,2.775841793215171993e+00,4.635301854101932406e+00,6.177343258354449418e+00,4.720880705608173855e+00,5.566605295633264561e+00,5.751425957538587319e+00,5.671994770489121152e+00,4.764066302699650812e+00,4.497831182838478270e+00,5.087635832364434840e+00
4.378802841085693842e+00,4.164979361753253784e+00,4.303052430094825631e+00,3.509712704192751609e+00,4.825339743267099912e+00,4.173128633273868182e+00,4.967939977486555136e+00,3.528793063792411644e+00,3.764044892651370766e+00,4.084572599863952824e+00,2.864727700237997610e+00,4.119520837988118522e+00,4.441453526655207540e+00,3.812692279746994650e+00,4.486337620212159649e+00,4.988594109246809793e+00,4.057955497520950416e+00,3.404565845890278553e+00,4.341035236064927361e+00,3.740380007755839564e+00
5.071255899414563117e+00,3.722891997497111305e+00,4.505168668446408731e+00,4.153037653690510922e+00,4.091694702766147884e+00,4.636757363329790493e+00,3.528793063792411644e+00,5.683777034661511962e+00,3.323425513254529839e+00,4.607228917260110634e+00,2.273841733748170668e+00,4.655732444825118499e+00,5.888772986669932763e+00,4.871615992445943455e+00,4.667461455098159462e+00,5.901730410820199779e+00,4.279551129170398482e+00,4.706996066920551058e+00,4.486241092600475433e+00,4.353783030408679089e+00
4.745824555660371757e+00,4.038139305591151640e+00,4.604569611758613235e+00,3.208622805882533235e+00,4.495341611264732862e+00,4.513192702038470117e+00,3.764044892651370766e+00,3.323425513254529839e+00,4.803367666051464369e+00,4.484648005577781760e+00,2.995611401268041263e+00,3.923230955104076045e+00,4.900663416393873817e+00,4.459728644253733165e+00,4.729240798283666614e+00,4.910234458777892996e+00,4.912769621351680271e+00,3.902084045348836572e+00,4.055294801947869843e+00,3.938200862482815978e+00
4.964389388085433730e+00,4.832821936176070032e+00,4.807502278427194575e+00,4.020098162642994133e+00,4.885040281880803192e+00,5.074682008769314301e+00,4.084572599863952824e+00,4.607228917260110634e+00,4.484648005577781760e+00,6.791757266693842610e+00,3.127040251046970809e+00,4.535938007473017564e+00,6.573929916233133497e+00,4.911663708862427313e+00,4.789787161787863567e+00,5.728721981955969156e+00,4.560987214370264553e+00,5.066690903523193512e+00,4.254274756416347003e+00,5.165330381111973956e+00
