8.520657945389183752e+00,5.815240456005965619e+00,4.981714467983302974e+00,5.494844280680138304e+00,4.781764395575864413e+00,6.048138277515960226e+00,6.289464653965016971e+00,6.152821981834136089e+00,4.889210519890642814e+00,5.656795955703413981e+00,6.005879423977637188e+00,5.492173586242949490e+00,5.491504899097327197e+00,6.677018937418646161e+00,5.833352132318277761e+00,6.219237243057353481e+00,5.835791310605776161e+00,5.941242855723894323e+00,5.962839224552112682e+00,6.288041995050917876e+00
5.815240456005965619e+00,7.342387014194635242e+00,5.001812008120548825e+00,5.309558616826199007e+00,5.129067619574191994e+00,6.119744974488025235e+00,6.536888025798884172e+00,5.526976591534345395e+00,4.632695608672083409e+00,5.245886379329110838e+00,5.037281879616500646e+00,5.235503271268179049e+00,5.078498492122765384e+00,6.317917757190945061e+00,5.758880974134382491e+00,6.142516788221498381e+00,5.485015969030427208e+00,5.122883842037566637e+00,6.290455702522676162e+00,5.832111251395130758e+00
4.981714467983302974e+00,5.001812008120548825e+00,7.098356449319279449e+00,5.455146831462124979e+00,4.998182107375833461e+00,4.947646591928291926e+00,6.092538473629387497e+00,4.779382631024342132e+00,4.745133542007342164e+00,5.008128323637835777e+00,4.908800962250408517e+00,5.160773510914589579e+00,5.372960056014642660e+00,6.288570270822104291e+00,5.575613540266896706e+00,5.111449534630940761e+00,5.580421737394241077e+00,4.590530306627619517e+00,6.013179230291515687e+00,5.941439587225483265e+00
5.494844280680138304e+00,5.309558616826199007e+00,5.455146831462124979e+00,6.793818200321775969e+00,4.484308465591556825e+00,5.665758247522278523e+00,6.366382619912457130e+00,5.567916829333180218e+00,4.862519616233010211e+00,5.610006848890423115e+00,5.145540385258113858e+00,5.068240567266339092e+00,5.227626836481223727e+00,5.776521446648752445e+00,5.512146608414472126e+00,5.632347245512137945e+00,5.388848413560142880e+00,5.332621150482705019e+00,6.038238037161889338e+00,5.841207402422130990e+00
4.781764395575864413e+00,5.129067619574191994e+00,4.998182107375833461e+00,4.484308465591556825e+00,5.877234378923493097e+00,4.904129742466039943e+00,5.255423367557034986e+00,4.726720228366477983e+00,3.837083615477911103e+00,4.279377581583272416e+00,4.036249050538815553e+00,4.380218666766219293e+00,4.539238845768907460e+00,5.113711704434205529e+00,5.454471577266930993e+00,5.150909382820502813e+00,4.562020821693419492e+00,4.703259197913428835e+00,5.501267272817942811e+00,5.147479407389090156e+00
6.048138277515960226e+00,6.119744974488025235e+00,4.947646591928291926e+00,5.665758247522278523e+00,4.904129742466039943e+00,7.818742627797241163e+00,6.683634590715564983e+00,5.438421659042532497e+00,5.485374733284922755e+00,5.617881474307404588e+00,4.979660729558389676e+00,5.084356468618700831e+00,5.515525265121503651e+00,6.540996103569469255e+00,5.804776527317195622e+00,6.137474456110036058e+00,5.731270119133100138e+00,5.564660482540613629e+00,6.639064569645052316e+00,6.213309350645563001e+00
6.289464653965016971e+00,6.536888025798884172e+00,6.092538473629387497e+00,6.366382619912457130e+00,5.255423367557034986e+00,6.683634590715564983e+00,8.509064455917325631e+00,6.141072136890228350e+00,5.781603987027214231e+00,6.264796524129756961e+00,5.983771617915440544e+00,5.927233651797797265e+00,5.775555914332238139e+00,7.178433665677459885e+00,6.102029430684378752e+00,6.483261323025685030e+00,6.042003889174788256e+00,5.719977366881389358e+00,7.313271499623045457e+00,6.400052974774780523e+00
6.152821981834136089e+00,5.526976591534345395e+00,4.779382631024342132e+00,5.567916829333180218e+00,4.726720228366477983e+00,5.438421659042532497e+00,6.141072136890228350e+00,6.734412199405086064e+00,4.743928462450304195e+00,5.220924199524566767e+00,4.893286362743430651e+00,5.073178318418332111e+00,4.576804183562886763e+00,5.804012512197198603e+00,5.537887056412119868e+00,5.590566768550714549e+00,5.131131106973107592e+00,5.877245070194673460e+00,5.759307678425626520e+00,5.613581926641900921e+00
4.889210519890642814e+00,4.632695608672083409e+00,4.745133542007342164e+00,4.862519616233010211e+00,3.837083615477911103e+00,5.485374733284922755e+00,5.781603987027214231e+00,4.743928462450304195e+00,5.938263229148116551e+00,4.669332177332167433e+00,4.399786458688677016e+00,4.426460364738771247e+00,4.467539213370294249e+00,5.185071068265499683e+00,4.852374160118833046e+00,4.538676871973225779e+00,4.809398887874181128e+00,4.632067090444682123e+00,4.955056202723974401e+00,4.918975943704719356e+00
5.656795955703413981e+00,5.245886379329110838e+00,5.008128323637835777e+00,5.610006848890423115e+00,4.279377581583272416e+00,5.617881474307404588e+00,6.264796524129756961e+00,5.220924199524566767e+00,4.669332177332167433e+00,6.853957679964825189e+00,4.925302162273007767e+00,4.828718160642694102e+00,5.090276021362374337e+00,5.929239451383383042e+00,5.336907733467429082e+00,5.363490118434520504e+00,5.191315971817530794e+00,4.718798701784643335e+00,6.364282938032848946e+00,5.419048561710063439e+00
