-8.836214254151848468e-01,-7.345824998993364385e-01,-3.434934803338882681e+00,-2.861288755099610448e+00,-2.550066201155729573e+00,-7.866750153206061302e-01,-2.022340577567915076e+00,3.322315309580837761e-01,-1.385370190309865412e+00,-3.031068185603081666e+00,-2.808190621056038339e+00,-3.604012974809716496e+00,-8.750672505770180631e-01,-1.709421256005349443e+00,-4.776098913043904659e+00,-1.267042502195997900e+00,-1.351417117997108397e+00,-1.517453800446627143e+00,-2.156545820406154945e+00,-3.886903654827939647e+00,-1.000000000000000000e+03
5.434849425263895695e-01,2.902816532567540353e-01,9.722226459887077787e-01,-1.578354363167859598e+00,4.679464013325578264e-01,-5.498710673712121633e-01,-1.744571778539268481e+00,-1.415084336131454679e+00,-1.393365779083565181e+00,-7.232263040372632901e-02,4.773433138994342961e-02,1.497912704850419274e-01,-7.660091311166628003e-03,1.312111525613088858e-01,-3.721353259104165367e-02,-3.177242304720506727e-01,-1.211100350665101688e+00,-1.890123973809777480e+00,-8.553778187633300778e-01,-1.842616201223841399e+00,-1.000000000000000000e+03
3.830719699649796972e+00,3.739922289679447509e+00,2.394202764302711728e+00,2.155051944044853229e+00,3.222480948344658369e+00,1.288854535871291285e+00,1.341552599357875186e+00,2.149205684137344363e+00,2.301614605301883110e+00,2.152594098110070409e+00,2.635954432168902350e+00,2.350929556768567519e+00,2.464613942531419521e+00,3.292210809749939848e+00,2.506310976465027096e+00,2.293056051367570625e+00,2.769117236042518471e+00,2.177974712924457101e+00,2.519597897598094605e+00,3.037503198865361576e+00,-1.000000000000000000e+03
1.403001965265391338e+00,2.991515033361375142e+00,1.163031639263305994e+00,1.201410960198880939e+00,2.494578775335750009e+00,3.170499629696586830e+00,1.994631134273356032e+00,2.352312778740741184e+00,1.597047395528759850e+00,2.771522094719300888e+00,9.738403214583368772e-02,1.931420357598958137e+00,1.403234879270848445e+00,3.777260592375310644e+00,1.656656703375486650e+00,2.655090245194313248e+00,3.550278971895385993e+00,2.387373436995291698e+00,2.780867335684185093e+00,2.799949985636127625e-01,-1.000000000000000000e+03
-2.861378062644751807e+00,-2.684660094072784942e-01,-8.116213733568169442e-01,-3.023905251857560650e+00,-1.363227270571756966e+00,-9.702807889453199941e-01,-1.701258807704081333e+00,-3.001247842832517776e+00,1.367446679896953121e-01,1.096969634342751299e+00,1.308643080533951064e-01,-2.998744104801820853e+00,-1.055331392252640166e+00,-3.883093494724142225e+00,-2.053801333479567504e+00,-2.118508955822417050e+00,-1.778659394041353758e+00,-5.136038283370494284e-01,5.271894649571463587e-01,-1.558541476782856483e+00,-1.000000000000000000e+03
3.919111096626203050e+00,1.321292741829217077e+00,4.492356613283611466e+00,3.284913615739731618e+00,2.423234676510253927e+00,2.269000874881466956e+00,1.285260467191112088e+00,2.981246479619586331e+00,1.629729148659171400e+00,9.904074760790237963e-01,3.140103193983599716e+00,1.655849135794526639e+00,3.132745392272814122e+00,3.216284875509069607e+00,1.170280092123244131e+00,2.986777361888253601e+00,2.173899560346615800e+00,3.472564961050569110e+00,2.253039614292159598e+00,3.280645890574311885e+00,-1.000000000000000000e+03
-3.181858736648757180e+00,2.214352881409891172e-01,-1.124558742024830638e+00,4.172980689724870018e-01,1.426764015520000539e+00,-2.941626062528842844e+00,-1.509469003850214319e+00,-1.328138918084451392e+00,-2.189999573942853495e-01,-3.247176796170651691e+00,4.113377259968318267e-01,-1.191915172482538310e-02,-1.929406773946485076e+00,-2.929750971867248310e+00,-4.904717671777780730e-02,-8.021464192977492136e-01,-1.528540847622405829e+00,-6.053184463110905522e-01,-3.216682740683646458e+00,-6.169398916715047587e-01,-1.000000000000000000e+03
-1.986683940800288095e+00,-4.909076895877155344e+00,-2.949874499683193818e+00,-3.557106500759176448e+00,-3.733597832300468156e+00,-2.849265179524506753e+00,-6.492531858129202416e-01,-3.403367476940563741e+00,-3.326259859706424571e+00,-2.887649971904430402e+00,-1.105803692455809450e+00,-4.802661131231254821e+00,-1.066747546994862184e+00,-1.669865295997463583e+00,-2.878107939261536075e+00,-1.740428698572160204e+00,-5.558983938507853217e+00,-1.631383523365597554e+00,-2.791530599364725251e+00,-5.414148774380415752e+00,-1.000000000000000000e+03
5.323596150225380796e+00,4.242633503609151369e+00,2.562043988399699934e+00,4.946106159412358316e+00,1.720906967944327626e+00,3.198612940769025137e+00,6.479741704980235717e+00,5.129269144271466629e+00,5.145966362889446977e+00,2.188103463673842786e+00,6.763209507221698225e+00,4.436846308219148050e+00,4.306167596484532289e+00,2.038820548687492185e+00,2.600359126256432951e+00,5.748089404519449275e+00,3.390178206680065642e+00,6.869841453764362171e+00,4.701705581960036184e+00,4.242048343491311435e+00,-1.000000000000000000e+03
-3.758406069787843862e+00,8.211588182489608645e-01,-8.830101562452665753e-01,-2.395123522329810406e+00,-3.371144277657962540e+00,-2.421527144504000972e+00,-9.942066207769373332e-01,4.167781642269219322e-02,-1.170190145167689710e+00,-4.262642002208540948e-01,-2.096205478997054117e-01,-3.645996061273558020e+00,-3.923197939421520175e+00,-1.260555441903223661e+00,-2.811836493866172404e+00,-2.609842427101612294e+00,-3.076771300056228675e+00,-4.406041358738897351e+00,-1.964603832720613452e+00,-1.630115290561295671e+00,-1.000000000000000000e+03
